Function Map,,,,,,,,,,,,,,,,,,
Officially Documented Addresses,,Auto-analysis possible functions,,User-guessed functions,,,,,,,,Symgrate,,,,,,
20221112.r2,,Binja,Ghidra,fventuri,,,,nu (0x6E75),,,,Binary Ninja (binja),,radare2,,Ghidra,,Library
address,note,address,address,address,function,guess/fact,notes,address,function,guess/fact,notes,address,signature match,address,signature match,address,signature match,
,,,,,,,,08000000,bootloader start address,g,based on G90 & STM32,,,,,,,
0x08020000,f _base,,,,,,,,,,,,,,,,,
,,sub_803844c,FUN_0803844c,0803844c,_Bfree,,,,,,,0803844c,_Bfree,0803844c,_Bfree,0803844c,_Bfree,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc_nano.a
,,sub_803847a,FUN_0803847a,0803847a,__multadd,,,,,,,0803847a,__multadd,0803847a,__multadd,0803847a,__multadd,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_80384f0,FUN_080384f0,080384f0,__s2b,,,,,,,080384f0,__s2b,080384f0,__s2b,080384f0,__s2b,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_803856c,FUN_0803856c,0803856c,__hi0bits,,,,,,,0803856c,__hi0bits,0803856c,__hi0bits,0803856c,__hi0bits,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc.a
,,sub_80385aa,FUN_080385aa,080385aa,__lo0bits,,,,,,,080385aa,__lo0bits,080385aa,__lo0bits,080385aa,__lo0bits,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_8038608,FUN_08038608,08038608,__i2b,,,,,,,08038608,__i2b,08038608,__i2b,,,/opt/symgrate2-archive/ti/bios_6_46_04_53/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/armv7-m/libc.a
,,sub_803861a,FUN_0803861a,0803861a,__multiply,,,,,,,0803861a,__multiply,0803861a,__multiply,0803861a,__multiply,/opt/symgrate2-archive/ti/bios_6_73_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_8038748,FUN_08038748,08038748,__pow5mult,,,,,,,08038748,__pow5mult,08038748,__pow5mult,08038748,__pow5mult,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_80387e4,FUN_080387e4,080387e4,__lshift,,,,,,,080387e4,__lshift,080387e4,__lshift,080387e4,__lshift,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_803888c,FUN_0803888c,0803888c,__mcmp,,,,,,,0803888c,__mcmp,0803888c,__mcmp,0803888c,__mcmp,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_80388c0,FUN_080388c0,080388c0,__mdiff,,,,,,,080388c0,__mdiff,080388c0,__mdiff,080388c0,__mdiff,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc_nano.a
,,sub_803897c,FUN_0803897c,0803897c,__ulp,,,,,,,0803897c,__ulp,0803897c,__ulp,0803897c,__ulp,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_80389cc,FUN_080389cc,080389cc,__b2d,,,,,,,080389cc,__b2d,080389cc,__b2d,080389cc,__b2d,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_8038a68,FUN_08038a68,08038a68,__d2b,,,,,,,08038a68,__d2b,08038a68,__d2b,08038a68,__d2b,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_8038b06,FUN_08038b06,08038b06,__ratio,,,,,,,08038b06,__ratio,08038b06,__ratio,08038b06,__ratio,/opt/symgrate2-archive/ti/bios_6_73_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_8038b6c,FUN_08038b6c,08038b6c,__copybits,,,,,,,08038b6c,__copybits,08038b6c,__copybits,08038b6c,__copybits,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc_nano.a
,,sub_8038ba0,FUN_08038ba0,08038ba0,__any_on,,,,,,,08038ba0,__any_on,08038ba0,__any_on,08038ba0,__any_on,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc_nano.a
,,sub_8038be2,FUN_08038be2,08038be2,_calloc_r,,,,,,,08038be2,_calloc_r,08038be2,_calloc_r,08038be2,_calloc_r,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc_nano.a
,,sub_8038c00,FUN_08038c00,08038c00,_free_r,,,,,,,08038c00,_free_r,08038c00,_free_r,08038c00,_free_r,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_8038c9c,FUN_08038c9c,08038c9c,_malloc_r,,,,,,,08038c9c,_malloc_r,08038c9c,_malloc_r,08038c9c,_malloc_r,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc_nano.a
,,sub_8038d50,FUN_08038d50,08038d50,__ssputs_r,,,,,,,08038d50,__ssputs_r,08038d50,__ssputs_r,08038d50,__ssputs_r,/opt/symgrate2-archive/ti/bios_6_73_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_8038e04,FUN_08038e04,,,,,,,,,,,,,,,
,,sub_8038ff4,FUN_08038ff4,08038ff4,__sfputc_r,,,,,,,08038ff4,__sfputc_r,08038ff4,__sfputc_r,08038ff4,__sfputc_r,/opt/symgrate2-archive/ti/bios_6_73_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_8039022,FUN_08039022,08039022,__sfputs_r,,,,,,,08039022,__sfputs_r,08039022,__sfputs_r,08039022,__sfputs_r,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc_nano.a
,,sub_8039048,FUN_08039048,,,,,,,,,,,,,,,
,,sub_8039274,FUN_08039274,08039274,_close_r,,,,,,,08039274,_close_r,08039274,_close_r,08039274,_close_r,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_8039294,FUN_08039294,,,,,,,,,08039294,__sread,,,08039294,__sread,
,,sub_80392b6,FUN_080392b6,,,,,,,,,080392b6,__swrite,,,080392b6,__swrite,
,,sub_80392ee,FUN_080392ee,,,,,,,,,080392ee,__sseek,,,080392ee,__sseek,
,,sub_803931a,FUN_0803931a,0803931a,strncmp,,,,,,,0803931a,strncmp,0803931a,strncmp,0803931a,strncmp,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc_nano.a
,,sub_8039340,,,,,,,,,,08039358,_execve_r,,,,,
,,sub_8039358,,,,,,,,,,,,,,,,
,,sub_803937a,,,,,,,,,,,,,,,,
,,sub_803939c,FUN_0803939c,0803939c,_fstat_r,,,,,,,0803939c,_fstat_r,0803939c,_fstat_r,0803939c,_fstat_r,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_80393c0,FUN_080393c0,080393c0,_close_r,,,,,,,080393c0,_close_r,080393c0,_close_r,080393c0,_close_r,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_80393e0,FUN_080393e0,080393e0,_execve_r,,,,,,,080393e0,_execve_r,080393e0,_execve_r,080393e0,_execve_r,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_8039404,FUN_08039404,08039404,memmove,,,,,,,08039404,memmove,08039404,memmove,08039404,memmove,/opt/symgrate2-archive/ti/bios_6_73_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc_nano.a
,,sub_8039436,FUN_08039436,,,,,,,,,,,,,,,
,,sub_8039438,FUN_08039438,,,,,,,,,,,,,,,
,,sub_803943a,FUN_0803943a,0803943a,_realloc_r,,,,,,,0803943a,_realloc_r,0803943a,_realloc_r,0803943a,_realloc_r,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7-m/libc_nano.a
,,sub_8039488,FUN_08039488,08039488,_execve_r,,,,,,,08039488,_execve_r,08039488,_execve_r,08039488,_execve_r,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_80394ac,FUN_080394ac,,,,,,,,,080394ac,_malloc_usable_size_r,,,,,
,,sub_80394bc,FUN_080394bc,,,,,,,,,,,,,,,
,,sub_803953c,FUN_0803953c,,,,,,,,,,,,,,,
,,sub_80395bc,FUN_080395bc,,,,,,,,,,,,,,,
,,sub_8039640,FUN_08039640,,,,,,,,,,,,,,,
,,sub_8039734,FUN_08039734,,,,,,,,,,,,,,,
,,sub_80399fc,FUN_080399fc,,,,,,,,,080399fc,acosf,080399fc,acosf,080399fc,acosf,/opt/symgrate2-archive/ti/ccs610/ccsv6/tools/compiler/gcc-arm-none-eabi-4_8-2014q3/arm-none-eabi/lib/armv7-ar/thumb/fpu/libm.a
,,sub_8039a9c,FUN_08039a9c,,,,,,,,,,,,,,,
,,sub_8039c44,FUN_08039c44,,,,,,,,,,,,,,,
,,sub_803a19c,,,,,,,,,,,,,,,,
,,sub_803a1c4,FUN_0803a1c4,,,,,,,,,,,,,,,
,,sub_803a41c,FUN_0803a41c,0803a41c,ANOTHER_SQRT_g,g,,,,,,,,,,,,
,,sub_803a424,FUN_0803a424,,,,,,,,,,,,,,,
,,sub_803a4e0,FUN_0803a4e0,,,,,,,,,0803a4e0,arm_fir_f32,0803a4e0,arm_fir_f32,0803a4e0,arm_fir_f32,/opt/symgrate2-archive/KeilPacks/MediaTek.MTx.3.1.0.pack/driver/CMSIS/Lib/libarm_cortexM4lf_math.a
,,sub_803a7f2,,,,,,,,,,,,,,,,
,,sub_803a9e4,FUN_0803a9e4,,,,,,,,,0803a9e4,__kernel_sinf,0803a9e4,__kernel_sinf,0803a9e4,__kernel_sinf,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libm.a
,,sub_803aa74,FUN_0803aa74,,,,,,,,,,,,,,,
,,sub_803aa78,FUN_0803aa78,,,,,,,,,,,,,,,
,,sub_803aa86,FUN_0803aa86,,,,,,,,,0803aa86,finitef,0803aa86,finitef,0803aa86,finitef,/opt/symgrate2-archive/ti/bios_6_46_04_53/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/armv7e-m/fpu/libc.a
,,sub_803aa9c,FUN_0803aa9c,,,,,,,,,,,,,,,
,,sub_803ab50,FUN_0803ab50,,,,,,,,,0803ab50,scalbnf,0803ab50,scalbnf,0803ab50,scalbnf,/opt/symgrate2-archive/ti/bios_6_52_00_12/packages/gnu/targets/arm/libs/install-native/arm-none-eabi/lib/thumb/v7e-m/fpv4-sp/hard/libc_nano.a
,,sub_803ac10,FUN_0803ac10,,,,,,,,,0803ac10,copysignf,0803ac10,nextafterf,0803ac10,nextafterf,/opt/symgrate2-archive/ti/ccs100/ccs/tools/compiler/gcc-arm-none-eabi-7-2017-q4-major/arm-none-eabi/lib/thumb/v7-ar/fpv3/hard/libm.a
,,sub_803ac28,FUN_0803ac28,,,,,,,,,0803ac28,_init,,,,,
,,sub_803ac34,FUN_0803ac34,,,,,,,,,,,,,,,
,,sub_803ae9f,,,,,,,,,,,,,,,,
,,sub_803aeb8,,,,,,,,,,,,,,,,
,,sub_803b01e,,,,,,,,,,,,,,,,
,,sub_803b26a,,,,,,,,,,,,,,,,
,,sub_803bb8a,,,,,,,,,,,,,,,,
,,sub_803bbfe,,,,,,,,,,,,,,,,
,,sub_803bc78,,,,,,,,,,,,,,,,
,,sub_803bcd4,,,,,,,,,,,,,,,,
,,sub_803bcd8,,,,,,,,,,,,,,,,
,,sub_803bd3e,,,,,,,,,,,,,,,,
,,sub_803bd40,,,,,,,,,,,,,,,,
,,sub_803bd44,,,,,,,,,,,,,,,,
,,sub_803bd5a,,,,,,,,,,,,,,,,
,,sub_803bd74,,,,,,,,,,,,,,,,
,,sub_803bd82,,,,,,,,,,,,,,,,
,,sub_803be32,,,,,,,,,,,,,,,,
,,sub_803be34,,,,,,,,,,,,,,,,
,,sub_803be3c,,,,,,,,,,,,,,,,
,,sub_803be44,,,,,,,,,,,,,,,,
,,sub_803bf84,,,,,,,,,,,,,,,,
,,sub_803c2ae,,,,,,,,,,,,,,,,
,,sub_803c682,,,,,,,,,,,,,,,,
,,sub_803c8e2,,,,,,,,,,,,,,,,
,,sub_803c97c,,,,,,,,,,,,,,,,
,,sub_803ca56,,,,,,,,,,,,,,,,
,,sub_803cb44,,,,,,,,,,,,,,,,
,,sub_803cbde,,,,,,,,,,,,,,,,
,,sub_803cd32,,,,,,,,,,,,,,,,
,,sub_803ce48,,,,,,,,,,,,,,,,
,,sub_803cfb0,,,,,,,,,,,,,,,,
,,sub_803cffe,,,,,,,,,,,,,,,,
,,sub_803d066,,,,,,,,,,,,,,,,
,,sub_803d0a8,,,,,,,,,,,,,,,,
,,sub_803d10c,,,,,,,,,,,,,,,,
,,sub_803d1ba,,,,,,,,,,,,,,,,
,,sub_803d298,,,,,,,,,,,,,,,,
,,sub_803d2f8,,,,,,,,,,,,,,,,
,,sub_803d374,,,,,,,,,,,,,,,,
,,sub_803d4f6,,,,,,,,,,,,,,,,
,,sub_803d50c,,,,,,,,,,,,,,,,
,,sub_803d51a,,,,,,,,,,,,,,,,
,,sub_803d5b0,,,,,,,,,,,,,,,,
,,sub_803d8a2,,,,,,,,,,,,,,,,
,,sub_803d8d2,,,,,,,,,,,,,,,,
,,sub_803d9fa,,,,,,,,,,,,,,,,
,,sub_803dac2,,,,,,,,,,,,,,,,
,,sub_803dad4,,,,,,,,,,,,,,,,
,,sub_803dafe,,,,,,,,,,,,,,,,
,,sub_803db0a,,,,,,,,,,,,,,,,
,,sub_803db8a,,,,,,,,,,,,,,,,
,,sub_803dbcc,,,,,,,,,,,,,,,,
,,sub_803dc30,,,,,,,,,,,,,,,,
,,sub_803dcd8,,,,,,,,,,,,,,,,
,,sub_803ddaa,,,,,,,,,,,,,,,,
,,sub_803e000,,,,,,,,,,,,,,,,
,,sub_803e0a8,,,,,,,,,,,,,,,,
,,sub_803e0b2,,,,,,,,,,,,,,,,
,,sub_803e266,,,,,,,,,,,,,,,,
,,sub_803e332,,,,,,,,,,,,,,,,
,,sub_803e342,,,,,,,,,,,,,,,,
,,sub_803e44e,,,,,,,,,,,,,,,,
,,sub_803e46e,,,,,,,,,,,,,,,,
,,sub_803e4a2,,,,,,,,,,,,,,,,
,,sub_803e6aa,,,,,,,,,,,,,,,,
,,sub_803e9ea,,,,,,,,,,,,,,,,
,,sub_803feb0,,,,,,,,,,,,,,,,
,,sub_8040042,,,,,,,,,,,,,,,,
,,sub_804011c,,,,,,,,,,,,,,,,
,,sub_80401b2,,,,,,,,,,,,,,,,
,,sub_804039c,,,,,,,,,,,,,,,,
,,sub_804041e,,,,,,,,,,,,,,,,
,,sub_8040544,,,,,,,,,,,,,,,,
,,sub_8040736,,,,,,,,,,,,,,,,
,,sub_804091a,,,,,,,,,,,,,,,,
,,sub_80409b8,,,,,,,,,,,,,,,,
,,sub_80409e6,,,,,,,,,,,,,,,,
,,sub_80409e8,,,,,,,,,,,,,,,,
,,sub_80409fe,,,,,,,,,,,,,,,,
,,sub_8040c62,,,,,,,,,,,,,,,,
,,sub_8040c9a,,,,,,,,,,,,,,,,
,,sub_8041448,,,,,,,,,,,,,,,,
,,sub_80415f2,,,,,,,,,,,,,,,,
,,sub_8044248,,,,,,,,,,,,,,,,
,,sub_80442d6,,,,,,,,,,,,,,,,
,,sub_8044426,,,,,,,,,,,,,,,,
,,sub_80454b0,,,,,,,,,,,,,,,,
,,sub_80454f8,,,,,,,,,,,,,,,,
,,sub_804557e,,,,,,,,,,,,,,,,
,,sub_804587e,,,,,,,,,,,,,,,,
,,sub_804597c,,,,,,,,,,,,,,,,
,,sub_8047ea8,,,,,,,,,,,,,,,,
,,sub_804bade,,,,,,,,,,,,,,,,
,,sub_804fc7e,,,,,,,,,,,,,,,,
,,sub_8052c46,,,,,,,,,,,,,,,,
,,sub_8052c8e,,,,,,,,,,,,,,,,
,,sub_8052fb2,,,,,,,,,,,,,,,,
,,sub_8052fea,,,,,,,,,,,,,,,,
,,sub_8053122,,,,,,,,,,,,,,,,
,,sub_805313e,,,,,,,,,,,,,,,,
,,sub_8053166,,,,,,,,,,,,,,,,
,,sub_80531c2,,,,,,,,,,,,,,,,
,,sub_8053296,,,,,,,,,,,,,,,,
,,sub_8053366,,,,,,,,,,,,,,,,
,,sub_8053456,,,,,,,,,,,,,,,,
,,sub_80536e6,,,,,,,,,,,,,,,,
,,sub_80537a6,,,,,,,,,,,,,,,,
,,sub_80537b2,,,,,,,,,,,,,,,,
,,sub_8053b5c,,,,,,,,,,,,,,,,
,,sub_8053d3e,,,,,,,,,,,,,,,,
,,sub_8056f2e,,,,,,,,,,,,,,,,
,,sub_8056f7e,,,,,,,,,,,,,,,,
,,sub_8056fe2,,,,,,,,,,,,,,,,
,,sub_8057002,,,,,,,,,,,,,,,,
,,sub_8057102,,,,,,,,,,,,,,,,
,,sub_805724e,,,,,,,,,,,,,,,,
,,sub_8057372,,,,,,,,,,,,,,,,
,,sub_80574a6,,,,,,,,,,,,,,,,
,,sub_805750c,,,,,,,,,,,,,,,,
,,sub_80575ea,,,,,,,,,,,,,,,,
,,sub_805771c,,,,,,,,,,,,,,,,
,,sub_80577da,,,,,,,,,,,,,,,,
,,sub_805792e,,,,,,,,,,,,,,,,
,,sub_8057a5e,,,,,,,,,,,,,,,,
,,sub_8057b04,,,,,,,,,,,,,,,,
,,sub_8057b3a,,,,,,,,,,,,,,,,
,,sub_8057c92,,,,,,,,,,,,,,,,
,,sub_8057cf6,,,,,,,,,,,,,,,,
,,sub_8057d3e,,,,,,,,,,,,,,,,
,,sub_8057e3a,,,,,,,,,,,,,,,,
,,sub_8057eca,,,,,,,,,,,,,,,,
,,sub_8057f1a,,,,,,,,,,,,,,,,
,,sub_8057f3a,,,,,,,,,,,,,,,,
,,sub_8057fce,,,,,,,,,,,,,,,,
,,sub_8058022,,,,,,,,,,,,,,,,
,,sub_805819c,,,,,,,,,,,,,,,,
,,sub_80581cc,,,,,,,,,,,,,,,,
,,sub_805824a,,,,,,,,,,,,,,,,
,,sub_8058252,,,,,,,,,,,,,,,,
,,sub_805828e,,,,,,,,,,,,,,,,
,,sub_8058302,,,,,,,,,,,,,,,,
,,sub_8058362,,,,,,,,,,,,,,,,
,,sub_80583de,,,,,,,,,,,,,,,,
,,sub_8058494,,,,,,,,,,,,,,,,
,,sub_80587ce,,,,,,,,,,,,,,,,
,,sub_80587ea,,,,,,,,,,,,,,,,
,,sub_8058846,,,,,,,,,,,,,,,,
,,sub_80588da,,,,,,,,,,,,,,,,
,,sub_805898a,,,,,,,,,,,,,,,,
,,sub_8058a6e,,,,,,,,,,,,,,,,
,,sub_8058a9a,,,,,,,,,,,,,,,,
,,sub_8058ace,,,,,,,,,,,,,,,,
,,sub_8058ad2,,,,,,,,,,,,,,,,
,,sub_8058c36,,,,,,,,,,,,,,,,
,,sub_8058c92,,,,,,,,,,,,,,,,
,,sub_8058d60,,,,,,,,,,,,,,,,
,,sub_8058d78,,,,,,,,,,,,,,,,
,,sub_8058d88,,,,,,,,,,,,,,,,
,,sub_8058dba,,,,,,,,,,,,,,,,
,,sub_8058f5a,,,,,,,,,,,,,,,,
,,sub_8058f8a,,,,,,,,,,,,,,,,
,,sub_8058ffa,,,,,,,,,,,,,,,,
,,sub_805900a,,,,,,,,,,,,,,,,
,,sub_80591f8,,,,,,,,,,,,,,,,
,,sub_8059206,,,,,,,,,,,,,,,,
,,sub_8059308,,,,,,,,,,,,,,,,
,,sub_805930e,,,,,,,,,,,,,,,,
,,sub_8059342,,,,,,,,,,,,,,,,
,,sub_8059546,,,,,,,,,,,,,,,,
,,sub_80595e2,,,,,,,,,,,,,,,,
,,sub_8059602,,,,,,,,,,,,,,,,
,,sub_805960a,,,,,,,,,,,,,,,,
,,sub_805977e,,,,,,,,,,,,,,,,
,,sub_8059818,,,,,,,,,,,,,,,,
,,sub_805982a,,,,,,,,,,,,,,,,
,,sub_8059eea,,,,,,,,,,,,,,,,
,,sub_805a4d8,,,,,,,,,,,,,,,,
,,sub_805a6aa,,,,,,,,,,,,,,,,
,,sub_805b4b4,,,,,,,,,,,,,,,,
,,sub_805b5ec,,,,,,,,,,,,,,,,
,,sub_805b66a,,,,,,,,,,,,,,,,
,,sub_805b7a8,,,,,,,,,,,,,,,,
,,sub_805b7d0,,,,,,,,,,,,,,,,
,,sub_805b7de,,,,,,,,,,,,,,,,
,,sub_805b8ee,,,,,,,,,,,,,,,,
,,sub_805b91e,,,,,,,,,,,,,,,,
,,sub_805b924,,,,,,,,,,,,,,,,
,,sub_805b952,,,,,,,,,,,,,,,,
,,sub_805b9e6,,,,,,,,,,,,,,,,
,,sub_805ba8a,,,,,,,,,,,,,,,,
,,sub_805bab0,,,,,,,,,,,,,,,,
,,sub_805bb3c,,,,,,,,,,,,,,,,
,,sub_805bc08,,,,,,,,,,,,,,,,
,,sub_805bc34,,,,,,,,,,,,,,,,
,,sub_805bc9a,,,,,,,,,,,,,,,,
,,sub_805bcf8,,,,,,,,,,,,,,,,
,,sub_805bd66,,,,,,,,,,,,,,,,
,,sub_805bdae,,,,,,,,,,,,,,,,
,,sub_805bf3e,,,,,,,,,,,,,,,,
,,sub_805c074,,,,,,,,,,,,,,,,
,,sub_805c1bc,,,,,,,,,,,,,,,,
,,sub_805c2a0,,,,,,,,,,,,,,,,
,,sub_805c332,,,,,,,,,,,,,,,,
,,sub_805c3a8,,,,,,,,,,,,,,,,
,,sub_805c3e2,,,,,,,,,,,,,,,,
,,sub_805c3f6,,,,,,,,,,,,,,,,
,,sub_805c40c,,,,,,,,,,,,,,,,
,,sub_805c438,,,,,,,,,,,,,,,,
,,sub_805c5b6,,,,,,,,,,,,,,,,
,,sub_805c5ea,,,,,,,,,,,,,,,,
,,sub_805c68a,,,,,,,,,,,,,,,,
,,sub_805c6de,,,,,,,,,,,,,,,,
,,sub_805c72a,,,,,,,,,,,,,,,,
,,sub_805c73c,,,,,,,,,,,,,,,,
,,sub_805cb62,,,,,,,,,,,,,,,,
,,sub_805cc28,,,,,,,,,,,,,,,,
,,sub_805cc4e,,,,,,,,,,,,,,,,
,,sub_805ce14,,,,,,,,,,,,,,,,
,,sub_805ce26,,,,,,,,,,,,,,,,
,,sub_805cf92,,,,,,,,,,,,,,,,
,,sub_805d012,,,,,,,,,,,,,,,,
,,sub_805d050,,,,,,,,,,,,,,,,
,,sub_805d07c,,,,,,,,,,,,,,,,
,,sub_805d0cc,,,,,,,,,,,,,,,,
,,sub_805d10e,,,,,,,,,,,,,,,,
,,sub_805d1de,,,,,,,,,,,,,,,,
,,sub_805d236,,,,,,,,,,,,,,,,
,,sub_805d338,,,,,,,,,,,,,,,,
,,sub_805d3aa,,,,,,,,,,,,,,,,
,,sub_805d3fc,,,,,,,,,,,,,,,,
,,sub_805d486,,,,,,,,,,,,,,,,
,,sub_805d5b2,,,,,,,,,,,,,,,,
,,sub_805d670,,,,,,,,,,,,,,,,
,,sub_805d73c,,,,,,,,,,,,,,,,
,,sub_805d7c0,,,,,,,,,,,,,,,,
,,sub_805d812,,,,,,,,,,,,,,,,
,,sub_805d888,,,,,,,,,,,,,,,,
,,sub_805d92c,,,,,,,,,,,,,,,,
,,sub_805d990,,,,,,,,,,,,,,,,
,,sub_805d9ac,,,,,,,,,,,,,,,,
,,sub_805da5a,,,,,,,,,,,,,,,,
,,sub_805dad2,,,,,,,,,,,,,,,,
,,sub_805db3a,,,,,,,,,,,,,,,,
,,sub_805db64,,,,,,,,,,,,,,,,
,,sub_805dbcc,,,,,,,,,,,,,,,,
,,sub_805de04,,,,,,,,,,,,,,,,
,,sub_805e058,,,,,,,,,,,,,,,,
,,sub_805e08e,,,,,,,,,,,,,,,,
,,sub_805e0d6,,,,,,,,,,,,,,,,
,,sub_805e136,,,,,,,,,,,,,,,,
,,sub_805e44c,,,,,,,,,,,,,,,,
,,sub_805e4ea,,,,,,,,,,,,,,,,
,,sub_805e508,,,,,,,,,,,,,,,,
,,sub_805e54a,,,,,,,,,,,,,,,,
,,sub_805e5ee,,,,,,,,,,,,,,,,
,,sub_805e70a,,,,,,,,,,,,,,,,
,,sub_805e9ce,,,,,,,,,,,,,,,,
,,sub_805ed22,,,,,,,,,,,,,,,,
,,sub_805ed6e,,,,,,,,,,,,,,,,
,,sub_8061352,,,,,,,,,,,,,,,,
,,sub_80646d8,,,,,,,,,,,,,,,,
,,sub_80681b2,,,,,,,,,,,,,,,,
,,sub_8068212,,,,,,,,,,,,,,,,
,,sub_806822e,,,,,,,,,,,,,,,,
,,sub_8068258,,,,,,,,,,,,,,,,
,,sub_80682d2,,,,,,,,,,,,,,,,
,,sub_8068302,,,,,,,,,,,,,,,,
,,sub_806833e,,,,,,,,,,,,,,,,
,,sub_80683ba,,,,,,,,,,,,,,,,
,,sub_8068436,,,,,,,,,,,,,,,,
,,sub_806848c,,,,,,,,,,,,,,,,
,,sub_8068520,,,,,,,,,,,,,,,,
,,sub_806852e,,,,,,,,,,,,,,,,
,,sub_8068556,,,,,,,,,,,,,,,,
,,sub_8068576,,,,,,,,,,,,,,,,
,,sub_80685d0,,,,,,,,,,,,,,,,
,,sub_8068626,,,,,,,,,,,,,,,,
